7510262811801250 + 2679824566972565, 10190087378773815
91140203056006345196814 + 30772042238771338999449, 121912245294777684196263
31292556476039237366230 + 40508186467612517609677, 71800742943651754975907
14215377621300474425977 + 30247300101822239331558, 44462677723122713757535
28722037656256956855901 + 22680823323044165736469, 51402860979301122592370
27625994580920312373848 + 22696792045240376835610, 50322786626160689209458
82736866010511961752541 + 92187880748094002934462, 174924746758605964687003
781946177423057110927351 + 594126912462485415085599, 1376073089885542526012950
294805405416582833342242 + 900843670640102616256468, 1195649076056685449598710
283200445835292098746339 + 878159637328815822039003, 1161360083164107920785342
732641885486463115313901 + 826645959242532646703691, 1559287844728995762017592
226477467628298476922334 + 965768107689412947294721, 1192245575317711424217055
458652614481614085641003 + 744497821730372411887108, 1203150436211986497528111
802324581147416956921330 + 311983063843545292696847, 1114307644990962249618177
525102152802180948317219 + 511194578357994106019571, 1036296731160175054336790
913837360917862762103496 + 915332757304621518793062, 1829170118222484280896558
119621784769459009986347 + 460236397903042492693694, 579858182672501502680041
3285103654757461520644486 + 8446142307931149236268505, 11731245962688610756912991
8939420811412924502574540 + 4156019822391908543346621, 13095440633804833045921161
6460622419862502932588540 + 2997365063514317449007906, 9457987483376820381596446
1931487462752466917814645 + 2388283570856154965567585, 4319771033608621883382230
3766096429345553094273412 + 6226474288393146933661410, 9992570717738700027934822
3151392434851083918934776 + 1758428333002647129750286, 4909820767853731048685062
6636722321759252245422315 + 7267161322593102485247558, 13903883644352354730669873
2082235325679824716703092 + 5550069296478455478617624, 7632304622158280195320716
5433950775764557363610664 + 3744389847973637569930385, 9178340623738194933541049
2998198445549742682564837 + 3549541096429056391902445, 6547739541978799074467282
96755484366386678246494064 + 22435477165750684038667619, 119190961532137362285161683
50608579635203479093571450 + 51845282363863026806571741, 102453861999066505900143191
58580708798513977742657790 + 61801147719020759137027574, 120381856517534736879685364
45418043756249598997957107 + 29929618753284879203404370, 75347662509534478201361477
83523702585870957918583865 + 15558725647398565041882368, 99082428233269522960466233
84898296411991827001340200 + 57304394706882116580734390, 142202691118873943582074590
30374123561479522941049244 + 83189487106534879017414810, 113563610668014401958464054
81586274132738986865442079 + 54666783945761281487388322, 136253058078500268352830401
23893230786922317905823981 + 73165531211815122785100684, 97058761998737440690924665
84398962655601708122232339 + 63409979737973064268968580, 147808942393574772391200919
182085807171855957526842778 + 240568647409393656247358912, 422654454581249613774201690
762011044588144427544901893 + 488120329950446628871146535, 1250131374538591056416048428
685525545388900675057479146 + 266194028392580857812968682, 951719573781481532870447828
222347070713096053334814723 + 847859767006575524917872499, 1070206837719671578252687222
504182804611355050096528371 + 492078811561835786743162368, 996261616173190836839690739
979250535400576095857582532 + 938684977029026343444051608, 1917935512429602439301634140
272476609308236828102128000 + 964918395791278656089545575, 1237395005099515484191673575
118951662041019817492993752 + 547733006496427085116005621, 666684668537446902608999373
472367872947010662644703424 + 608724145275882404229168881, 1081092018222893066873872305
251998127252937582573391904 + 754567622657591106460022558, 1006565749910528689033414462
3639388601811632934409465764 + 9905844108947046323649088373, 13545232710758679258058554137
8713692820799079506853629347 + 2080796874876907558180067242, 10794489695675987065033696589
1737702504544467962302954017 + 2769258577491869074968342425, 4506961082036337037271296442
7257382705097622686479327727 + 1379066214679916705921167529, 8636448919777539392400495256
6584993495841752739506409516 + 5190161189097305163521713860, 11775154684939057903028123376
2449266078440581045398415071 + 3763095856462600812041010451, 6212361934903181857439425522
1606728906316447191326678129 + 4165889958491586275368488818, 5772618864808033466695166947
5600468889071518099279854366 + 2000336364851014379646114596, 7600805253922532478925968962
2861863182869528243164672793 + 8007919281810808729270711714, 10869782464680336972435384507
9703727139852792164492168156 + 5979682842121357596025056843, 15683409981974149760517224999
44371933534449729975774601821 + 38739111579812371661101715240, 83111045114262101636876317061
60737420848755335886167020385 + 30772312161044169605375035379, 91509733009799505491542055764
13402992700992171872045851949 + 67702474681904188843274781304, 81105467382896360715320633253
10253826351425882740317246091 + 14674404691085273977971898900, 24928231042511156718289144991
23674653458073915494041737004 + 90034897979301519571068505343, 113709551437375435065110242347
16397327593397419047409220866 + 90122885837705982793312190834, 106520213431103401840721411700
46181321211007365207742450089 + 55431805725937697046055473443, 101613126936945062253797923532
48092076654209920675266342216 + 54197544628623777286321255868, 102289621282833697961587598084
19091853286094038133044559872 + 22572314294511131533051254091, 41664167580605169666095813963
35539608754519749683813323630 + 19495424339918142114760191820, 55035033094437891798573515450
300907764758490233960788161295 + 980643630315344431922395584092, 1281551395073834665883183745387
634209582950226071132307075222 + 540530931555094449743612128443, 1174740514505320520875919203665
622858750953220490568481929319 + 633455734660183193788368986606, 1256314485613403684356850915925
201731001534600665298770828017 + 582889403234273739521110088487, 784620404768874404819880916504
724750199077802454420170052550 + 791446146988918222978308287237, 1516196346066720677398478339787
659107731062160244764502802534 + 853053018298269798585925497312, 1512160749360430043350428299846
843533509637943915645081982925 + 667746277357877813778298699187, 1511279786995821729423380682112
361977054768345659720610030956 + 391871796216101360921795756291, 753848850984447020642405787247
759189899717595675579285751921 + 879715272288239419867312625203, 1638905172005835095446598377124
818546727562406603522002342332 + 117893586585550399521070968117, 936440314147957003043073310449
6012380110150487176824283633145 + 8414011662723231076557599792345, 14426391772873718253381883425490
8408268509581375549035448079865 + 2021717537228851421705021779975, 10429986046810226970740469859840
4824128037770403198361160819717 + 9523963533426293546992016496872, 14348091571196696745353177316589
5057272703887695382016027434898 + 5196127467679625232120912128618, 10253400171567320614136939563516
1464846132422664680750986520296 + 9941734845968676003532227792449, 11406580978391340684283214312745
1172518497948915596697145295753 + 6529811681111739862954042996689, 7702330179060655459651188292442
3338721864340891115855062671671 + 5687908913759486524867859504545, 9026630778100377640722922176216
4384013948156104832595584781644 + 6878537473446443491017480379798, 11262551421602548323613065161442
2148690933180375194013827847828 + 7165294864091020187907368715488, 9313985797271395381921196563316
8766620026885565482434489736260 + 1766518236579789022909766566886, 10533138263465354505344256303146
85914789261798823829710507044113 + 24690792555366270267664667027794, 110605581817165094097375174071907
82183765559050183498160420768137 + 63411030907549773382138145905057, 145594796466599956880298566673194
53485965998006406830668452564089 + 13256819265796164694064553467440, 66742785263802571524733006031529
14231620061786255412061096295227 + 76543300923528910344603252756736, 90774920985315165756664349051963
79174025186187264609354489009872 + 11418644380715166018095646974012, 90592669566902430627450135983884
21991409499233912200845432162195 + 89562329834028881244474792338909, 111553739333262793445320224501104
87780631669427032704047829393216 + 66761724751022395764649961876888, 154542356420449428468697791270104
32915690249462800311679593144456 + 15028845713273394557500440039379, 47944535962736194869180033183835
78891173514960484756675802593515 + 91666028496459191219176578429604, 170557202011419675975852381023119
14932472491664803372302541871617 + 45831339767428500582096709896720, 60763812259093303954399251768337
391969864988116566373539764816770 + 515323460859855233427979163143794, 907293325847971799801518927960564
500607974688362475235142593352596 + 958267627433008036003953517323702, 1458875602121370511239096110676298
277775049385831468818418939420925 + 548788791437575193700213168404763, 826563840823406662518632107825688
704990870526302434972798412987794 + 302426609177078926980073160370715, 1007417479703381361952871573358509
260858956316765677381109712617929 + 460345017807675207595675818748835, 721203974124440884976785531366764
229243973385418828124265911921759 + 521357688340440634684363231338000, 750601661725859462808629143259759
670294049057780106126493238281511 + 266729142141151780996882982667646, 937023191198931887123376220949157
156831862670394010824882109613062 + 485091891377434549739632599417051, 641923754047828560564514709030113
324724926338285003401512071214928 + 873060215717051152891786270819821, 1197785142055336156293298342034749
335457311864564127468333020698071 + 479653318731948689887491374449529, 815110630596512817355824395147600
2232112725431990340815755615206497 + 7637379161437151993381460277520320, 9869491886869142334197215892726817
8500228576092999293684663777662538 + 9019217831000664390106809375455078, 17519446407093663683791473153117616
5498803702657963871519781665821736 + 1289814894215267629298687471682832, 6788618596873231500818469137504568
5438917997544755797329833075238224 + 4290091971537876269116773994309944, 9729009969082632066446607069548168
6227148298323367289055881647643437 + 8262419672365870168643428915917749, 14489567970689237457699310563561186
2147069699603608923248789459731150 + 8865112372296560587162920864270873, 11012182071900169510411710324002023
6977446013003143296304708011597672 + 2186710072168432325839605392384566, 9164156085171575622144313403982238
1605263791958864769512178766584094 + 1216099167471431427601658996567513, 2821362959430296197113837763151607
8551115503056179643659241334880738 + 4596478790278243186565410078946902, 13147594293334422830224651413827640
5170894244277243974843112142708255 + 3160405641507348330534394620212027, 8331299885784592305377506762920282
48741225924265446448760799668500381 + 15116570587120806828491461824672139, 63857796511386253277252261493172520
40700795837639179829013895489421813 + 50123865893845686466382096040835603, 90824661731484866295395991530257416
69599909247633379452405310438359195 + 90985505076388761547712567482591477, 160585414324022141000117877920950672
19089091036235783538846353214413655 + 90585611082273675061331405955160102, 109674702118509458600177759169573757
68384076972662456054801868231740540 + 64565042070167674667941556717243555, 132949119042830130722743424948984095
73810340310094618261584809375143138 + 75415157267470307936924666311134103, 149225497577564926198509475686277241
31176029829444982049197960329797527 + 52920243324278899034393337708367097, 84096273153723881083591298038164624
18800932052409918981198794864893784 + 50842148744661304629021920729443694, 69643080797071223610220715594337478
73421911548500851944643280898444552 + 42025575463443897161975544425585448, 115447487011944749106618825324030000
22380261006260311761055640525939140 + 70632694690481746932517450936685999, 93012955696742058693573091462625139
490687090307657766602380062363256325 + 342395452635086216077597403861896299, 833082542942743982679977466225152624
767356846786797439772454156513388578 + 549431045284226526298218810528776336, 1316787892071023966070672967042164914
347371724807943051011799916676574024 + 611625467032256753829939720168213952, 958997191840199804841739636844787976
698776396547411958790306368807204677 + 663792059392284063844946559533123131, 1362568455939696022635252928340327808
907157185580703439635527254733322292 + 321781997004164838057672607014984197, 1228939182584868277693199861748306489
926547803612810159860977229337791194 + 215419661703011207944242248275833167, 1141967465315821367805219477613624361
824612202643212800544192002828091433 + 964848601728328497376505518328197370, 1789460804371541297920697521156288803
855946979553044661245471619631811875 + 929284570353044285059820993506906713, 1785231549906088946305292613138718588
296693453791725479328500409167481316 + 564418202767995550100652705706257318, 861111656559721029429153114873738634
412506306855649452230797742180029903 + 167314397072310866126634098827343331, 579820703927960318357431841007373234
8144734561079946588115494067746309174 + 3264523475478111395907212454727377493, 11409258036558057984022706522473686667
1860353747985094162996839436269032856 + 4965592396530151523660146783097613689, 6825946144515245686656986219366646545
7809288031031962563904614399821567022 + 8961708188014663527768632839577865796, 16770996219046626091673247239399432818
1373299434453142520725951151382700256 + 4350756046262799940581419947035404513, 5724055480715942461307371098418104769
3259282953545980807660178923198239124 + 5758211188192088053605160859766341312, 9017494141738068861265339782964580436
8248653455190352642781738967516273224 + 3643731309081847843741923276372637514, 11892384764272200486523662243888910738
7291671542069587126065219496920176621 + 7395298220769107215820040333288858560, 14686969762838694341885259830209035181
4085057370747235780559858482993130500 + 6016464261786875216014747398278869880, 10101521632534110996574605881272000380
6035847583443681255815170475394644616 + 9937537295880391810955430171587760148, 15973384879324073066770600646982404764
9645584104116822157652390291405546628 + 1143203115200436156060517954792811546, 10788787219317258313712908246198358174
23179041540978564996431542431514617382 + 67464327361628497402263229614468350654, 90643368902607062398694772045982968036
84856711974181748107450505359968829811 + 44776493600813822246838581141186338988, 129633205574995570354289086501155168799
89913787150116125027382098237571355579 + 20778571595550295252028329209939114861, 110692358745666420279410427447510470440
53721858517198530425228772434657912037 + 10317027373835277939852721325686418323, 64038885891033808365081493760344330360
24494209096242305357514913045454475398 + 13002552525292939575594704055924255693, 37496761621535244933109617101378731091
46961923253133455903403637001302788741 + 35212087495494009928511150332189976546, 82174010748627465831914787333492765287
76651783406612083741940700091856884853 + 53748586530941123935472257696623741693, 130400369937553207677412957788480626546
69163245440696428365204678476113973591 + 59255893506096263163547469417130850272, 128419138946792691528752147893244823863
29812128884998186688040493369411631540 + 83048210623982292339746771760325360274, 112860339508980479027787265129736991814
91708694584881420002016315596593535969 + 26997900657549687298527418956878622027, 118706595242431107300543734553472157996
155860106537279090930074588143732000671 + 576181563562598842952033421468277743834, 732041670099877933882108009612009744505
366748317706697947206595614002364373685 + 765747451573099457596028124129825192802, 1132495769279797404802623738132189566487
969280313756785418258092388672201236688 + 173919699768434530391416334551331886889, 1143200013525219948649508723223533123577
574972326580815200068787065464406167407 + 723701430341889813956825777895368895700, 1298673756922705014025612843359775063107
639793236493909912733877565123201127786 + 874670693863395254746058216317610146110, 1514463930357305167479935781440811273896
803256634548443003390403487361304908055 + 992108352058656572103949079761090504448, 1795364986607099575494352567122395412503
396703048150524062855331471933563733592 + 753622138521742755989949815842031272228, 1150325186672266818845281287775595005820
710436505406569737519243317348443678627 + 118470761770401382651406501391893660310, 828907267176971120170649818740337338937
884999428551595681569980296741682100487 + 844616946057569659247684803811670091566, 1729616374609165340817665100553352192053
412129036428495087379385194145258989295 + 566736848476368869733380930475538622383, 978865884904863957112766124620797611678
9332132785115061786310459895574622214263 + 8134035551513838207428678709013046461926, 17466168336628899993739138604587668676189
3619678577448004026260364790697865496887 + 5440603385042643378258864083071593718874, 9060281962490647404519228873769459215761
1161821126263287970957407323289959809349 + 9810034431713679475807432018992131007534, 10971855557976967446764839342282090816883
2269714657718461808850943618186959394288 + 4094956175915140217695517637362818506235, 6364670833633602026546461255549777900523
2493195424933056499796622017286294170686 + 1969998711555592738837052377721860678084, 4463194136488649238633674395008154848770
5667465902576311693494121800600849468538 + 8078404689075224068710359062243233769639, 13745870591651535762204480862844083238177
1229975076893957303948980924583933143321 + 3732720296487060244176282633780561242897, 4962695373381017548125263558364494386218
9669995086015537877273151096407780018133 + 3753666915708767102690867584044922305683, 13423662001724304979964018680452702323816
3503733644017019022209969594538311786945 + 7057402397625482446954248348725850496956, 10561136041642501469164217943264162283901
7441666142026549636694835503101793432975 + 2630970369763946426771565860633592183166, 10072636511790496063466401363735385616141
48574995562051295089585910831830067674343 + 77524109118782758177094775777412558308280, 126099104680834053266680686609242625982623
74130412688486129980462952411343118410344 + 28104110108390610445016526393820259303017, 102234522796876740425479478805163377713361
27174562460489124640363424091011910491945 + 26912323982953210079182498270334988620556, 54086886443442334719545922361346899112501
91124906467894029511390115070131089624380 + 55119452211578179553801928603057031189508, 146244358679472209065192043673188120813888
52509809494724911925565216950765240580229 + 80723297711364309663447562500124142476298, 133233107206089221589012779450889383056527
39030892566514314249884888262607262797004 + 99309766918897583176258907428796036016896, 138340659485411897426143795691403298813900
80079606833739802974499371244884850181577 + 24145035342986673027624712108303171501567, 104224642176726476002124083353188021683144
73308540564237454753431456432208641839342 + 42014527635917738567881384064365837144666, 115323068200155193321312840496574478984008
12083666605237451480800887049291030178966 + 41689571765164526959965246133263484302092, 53773238370401978440766133182554514481058
63592262680765576876793676327807512267549 + 61471508520024045792054747023822798058508, 125063771200789622668848423351630310326057
493430164296744617201548376596216577696936 + 307744765220468835456501389201281200052608, 801174929517213452658049765797497777749544
209147693758271702336521046086156410024590 + 539215528884132585095561215512776305782034, 748363222642404287432082261598932715806624
387684526356786524733161632832594629437136 + 944950648036467480759760100357914843648872, 1332635174393254005492921733190509473086008
462596335612060759306545666773411755288608 + 847817564469590247486492216630735183955302, 1310413900081651006793037883404146939243910
612427519345751991159382780307428925468739 + 943918313992053488813264529612730279021421, 1556345833337805479972647309920159204490160
217308849476757507525639030254684842660050 + 231564640548248225388879608264159463501553, 448873490025005732914518638518844306161603
537107693584654600695434337563612470632662 + 949574569678372646381292465841344926857832, 1486682263263027247076726803404957397490494
958089543222981823718614870596932287959649 + 935561314497595536605728399234070623964618, 1893650857720577360324343269831002911924267
338579042291459443752645430763629867006269 + 441052420337536207024735829466525787389356, 779631462628995650777381260230155654395625
867012200987040926183346670562634411914242 + 505266472987331566209048027527567858627650, 1372278673974372492392394698090202270541892
4218570329173882310588072134912330345439793 + 5771967468500064215242316786715851787309761, 9990537797673946525830388921628182132749554
3307416182995031424757409412600806000012526 + 2730825136530907965925066066203182727302037, 6038241319525939390682475478803988727314563
5295608672297659403774524904696277089152274 + 5399752318004194530895404773494992658883841, 10695360990301853934669929678191269748036115
3748688055876238779070897905143979277071756 + 4407997474431703129465974237113920137473598, 8156685530307941908536872142257899414545354
3328820547728225702719710995462023299990323 + 6183029321411555456011546091916827762794879, 9511849869139781158731257087378851062785202
4613069486782835713630179497899548663910351 + 7597809890443010723322135772712191024002515, 12210879377225846436952315270611739687912866
9847727555756872671900138984603920124199358 + 6719318156235070648133352243377972985223926, 16567045711991943320033491227981893109423284
5761475305883137815827808747040639604636931 + 9047581316413242958518382935526422613556117, 14809056622296380774346191682567062218193048
9770547830068139680125523218057174174862945 + 5066908197190894151311889262463579838600422, 14837456027259033831437412480520754013463367
3937267657469128673431790729083536509146894 + 7275729778763260760772193668674864677298464, 11212997436232389434203984397758401186445358
26520976053789243868774777146217999902815934 + 78986498627267059162027557455257941873345046, 105507474681056303030802334601475941776160980
77201339182476742549114230608394669304747348 + 36204247989721177763558035297924875452143580, 113405587172197920312672265906319544756890928
60592036890337705967121391146375168661831404 + 60783063550665150278881307130787557876303261, 121375100441002856246002698277162726538134665
98627581160668378347295993628865236290706487 + 30868748441577440916266603248770040434329658, 129496329602245819263562596877635276725036145
98311736050865803763427668384196382484740800 + 73401137372094007969188875873783970649206059, 171712873422959811732616544257980353133946859
58581647771081476595009187396721584903502181 + 16452577900693490532145495972938314948558972, 75034225671774967127154683369659899852061153
38407541615071056138594611815862713358309587 + 73276726860552361477427268755147259138324169, 111684268475623417616021880571009972496633756
47107489226716738627749120484114296605388412 + 96685733637514872170988183353685554658968611, 143793222864231610798737303837799851264357023
13405046400432975686052140680046346368198641 + 48244297071555165336612758907303215809287832, 61649343471988141022664899587349562177486473
80816294886196379369602547587566111041197336 + 37558641755886036062964865202918162131298868, 118374936642082415432567412790484273172496204
882067446061832946805891676495338486714129589 + 618356575359045500350620639734773233881641814, 1500424021420878447156512316230111720595771403
348131881608359348388614371928967409323279667 + 847025347143137677566951300213677288312886694, 1195157228751497025955565672142644697636166361
540405915677215878523819418760395260499974566 + 380885717705010654425850714278112177965751419, 921291633382226532949670133038507438465725985
633682264851926894696624608776776546610542518 + 848981307739379390857424233839278527820343289, 1482663572591306285554048842616055074430885807
778101282176517138528996195775985086172444022 + 867522358199608539360424714630238262223299687, 1645623640376125677889420910406223348395743709
818381940997681178974984524703520933385811767 + 328679088544787523209376129143618450572569616, 1147061029542468702184360653847139383958381383
966298503717203618950418861565129105873308265 + 749803396910111889807460176714728944721757376, 1716101900627315508757879038279858050595065641
459457423609529664472443943022694645806698725 + 578862388952174146279167258926493281085651118, 1038319812561703810751611201949187926892349843
999350322603078646832391003371340390569034210 + 628511454249928293288699505323225575340861494, 1627861776853006940121090508694565965909895704
484098801863999337635890653559182296237817567 + 940251169609985627946776768934132582364490846, 1424349971473984965582667422493314878602308413
6626603367080992643140050173052343434051931651 + 5226467641547994934486973508910935619435100919, 11853071008628987577627023681963279053487032570
8091419205993180427147612814542339080609592522 + 8026320278029281204124121970874041176612029451, 16117739484022461631271734785416380257221621973
3492851425871746674894660728128574553156394473 + 2407452864567087072139547879442852114750879689, 5900304290438833747034208607571426667907274162
5267651800556070691932883928042615009774474648 + 4397350293629581268390045356894940536655903969, 9665002094185651960322929284937555546430378617
2684150478174688648185746011177461165376470318 + 4603522394571160773959826106518515642406483470, 7287672872745849422145572117695976807782953788
6311260871552645477753578554769855269056586126 + 9554195344192283551832666568263157009916179470, 15865456215744929029586245123033012278972765596
3429294420862225117812609877377532279427855399 + 3678442323105117315346820902014578031727424357, 7107736743967342433159430779392110311155279756
9954223597710520478194828288935952461026591030 + 3005587915089225375889224685431910939106114963, 12959811512799745854084052974367863400132705993
3821487209595634443829898874612156128746143533 + 3561910318447080261080734429424844919242868248, 7383397528042714704910633304037001047989011781
5717314659592636107455845051865263856964379652 + 5205630201097894919778589640270391134724199316, 10922944860690531027234434692135654991688578968
58641386125766889473298196726991066953504087631 + 47379238315350468581197371041217088652761658880, 106020624441117358054495567768208155606265746511
67629081565102901352262719027865438003843302727 + 17163213943131106970792788317378334110206351552, 84792295508234008323055507345243772114049654279
78271702441317907896872317948702870836203009267 + 20211801951078739989154561326034554993464450283, 98483504392396647886026879274737425829667459550
31126066475967690279953762498009316826075571537 + 17307682151145939652865236586877542449357861401, 48433748627113629932818999084886859275433432938
83207022151733272170189162596269142530729508483 + 71559861410829095864162723579200340634630055779, 154766883562562368034351886175469483165359564262
55247681680915156417986260767756203081104558576 + 46537305463228705157766426883295912522401604350, 101784987144143861575752687651052115603506162926
59380944826071881571067333914656811646046620216 + 25871453160509982017092607251860418305793183249, 85252397986581863588159941166517229951839803465
99419314859513482941962174548117515091203378894 + 69704697462334093386019337354877139346728804820, 169124012321847576327981511902994654437932183714
12149864688933249401520849066034923965077076392 + 49923104365861392486082527155280818785710810125, 62072969054794641887603376221315742750787886517
25177021572867300800324879940384323922205531561 + 42153072737461626147747666255551509415738339857, 67330094310328926948072546195935833337943871418
946122083539905657448430200630134982743712946666 + 933390368227865939683356428909650054239881154469, 1879512451767771597131786629539785036983594101135
673381364371555746801356892510497480332611614254 + 290664302839024389986006790858882391297602568941, 964045667210580136787363683369379871630214183195
616360342882410704143351183249262262177216170469 + 208276789646090226830234946457366823572659866018, 824637132528500930973586129706629085749876036487
609604646469101736390707415502023103171870139163 + 767640017496503238722775570582475022173278112412, 1377244663965604975113482986084498125345148251575
950851751513263211681627513113867076479485137684 + 882622118949283009483430339726729656716013830574, 1833473870462546221165057852840596733195498968258
773898399585134069500599851254855170291558074038 + 545620410205927317745125207201074791309598794429, 1319518809791061387245725058455929961601156868467
576637109949939563653216059065922654932360021579 + 670288671500794059626375508287739464031044418719, 1246925781450733623279591567353662118963404440298
733252908640137208209150076862677201469028445680 + 787483342743783414970078618913391815938682673723, 1520736251383920623179228695776069017407711119403
880888493441358711434862716222979286207558276883 + 248997938313686954152708105491491169174990700471, 1129886431755045665587570821714470455382548977354
148599321138927840458787978288514453909205586837 + 816466562365782103615626155365101407438946865834, 965065883504709944074414133653615861348152452671
7721793293481281107999758693505274352476614888069 + 1728002308942474829150168732461263747484666277275, 9449795602423755937149927425966538099961281165344
4509794353475817321702212377894479158721938919412 + 4492557675816454811941968659661878635807982738064, 9002352029292272133644181037556357794529921657476
7638964096553329365521272344238967174590710634104 + 8692345455359392985413328749033992842143781603172, 16331309551912722350934601093272960016734492237276
9775897221340349675582488653346303306011136417179 + 5129557737354357385648479756844328343690716091049, 14905454958694707061230968410190631649701852508228
4907500241683601044275863466428613964191817692438 + 7484236075034715325175154573835090267012609892693, 12391736316718316369451018040263704231204427585131
2431727311097858237417658583849433876459143400354 + 1271040772382547027863079659579101308581972977333, 3702768083480405265280738243428535185041116377687
3150970173472175688798631984072034565562386939748 + 6712787187444254627071768019610595638063175781597, 9863757360916430315870400003682630203625562721345
5221222825139785496043504396606796460916793871799 + 2063428229694298310095528895257176514980780640419, 7284651054834083806139033291863972975897574512218
7354043048428077647253319920276176017233407041912 + 9122788064637648272476129030824263178933238339412, 16476831113065725919729448951100439196166645381324
9617267286632534057922165779762894494634348618392 + 2724530963045298168974824255034731627357821556812, 12341798249677832226896990034797626121992170175204
77257061668207006034378135602703697163650308813233 + 94034245691830295211225702833764270842443008533025, 171291307360037301245603838436467968006093317346258
47687277526042270299864472604876060012511845082741 + 69997894011779282816104274610576771251314317403941, 117685171537821553115968747215452831263826162486682
88559703617712849151625679088201769298976369907655 + 45558858272823910771615046270535582444014917336136, 134118561890536759923240725358737351742991287243791
17701810658770101272038236252987706233362973274362 + 52806284124459969284378230245950814892972703088797, 70508094783230070556416466498938521126335676363159
46819711717977807053760862134690347547544950347028 + 66840363586451094868950472758363508899534726096300, 113660075304428901922711334893053856447079676443328
80607150772615027272711878363072238246903822706730 + 89391904058429874101028826797176171644753324677664, 169999054831044901373740705160248409891657147384394
24399610369385572956089860304980234265139846224719 + 58849560272678780532415174192252308659052899861605, 83249170642064353488505034497232542924192746086324
65456575021538336092400227147446954528205085501680 + 20103706685034507298052069251788370709185608417082, 85560281706572843390452296399235325237390693918762
